Super_Gemeindename;Erststimmen;AfD - Erststimmen;%AFD
Gondershausen;418;136;32.535885167464116
Gondorf;119;37;31.092436974789916
Goosefeld;386;83;21.502590673575128
Gorden-Staupitz;511;229;44.81409001956947
Gorleben;312;62;19.871794871794872
Gorlosen;225;94;41.77777777777778
Gornau/Erzgeb.;2518;1051;41.73947577442414
Gornhausen;69;13;18.840579710144926
Gornsdorf;1272;627;49.29245283018868
Gorxheimertal;2503;542;21.654015181781862
Goseck;686;295;43.00291545189504
Gosen-Neu Zittau;2260;964;42.65486725663717
Gosheim;2135;705;33.021077283372364
Goslar, Stadt;29877;5967;19.971884727382267
Gossersweiler-Stein;375;130;34.666666666666664
Gotha, Stadt;24182;9378;38.780911421718635
Gottenheim;1867;247;13.229780396357793
Gottesgabe;381;154;40.41994750656168
Gotteszell;794;285;35.89420654911839
Gottfrieding;1526;398;26.081258191349935
Gotthun;195;89;45.64102564102564
Gottmadingen;6179;1411;22.83541026055996
Graach an der Mosel;157;24;15.286624203821656
Graal-Müritz, Ostseeheilbad;2791;783;28.054460766750267
Grabau;580;124;21.379310344827587
Graben;2644;637;24.092284417549166
Graben-Neudorf;7460;1723;23.096514745308312
Grabenstetten;1094;269;24.588665447897622
Grabenstätt;2887;484;16.764807758919293
Grabfeld;3758;1412;37.57317722192656
Grabow, Stadt;2515;1222;48.588469184890656
Grabowhöfe;629;329;52.30524642289348
Grafenau;4097;731;17.842323651452283
Grafenau, St;5432;1169;21.52061855670103
Grafenberg;1747;298;17.057813394390383
Grafengehaig, M;632;143;22.626582278481013
Grafenhausen;1406;224;15.93172119487909
Grafenrheinfeld;2372;411;17.327150084317033
Grafenwiesen;1050;370;35.23809523809524
Grafenwöhr, St;3445;942;27.34397677793904
Grafhorst;605;150;24.793388429752067
Grafing b.München, St;8860;1040;11.738148984198645
Grafling;1849;538;29.09680908599243
Grafrath;2563;259;10.105345298478346
Grafschaft;7532;1143;15.175252257036643
Grainau;2164;352;16.266173752310536
Grainet;1665;491;29.48948948948949
Graitschen b. Bürgel;249;111;44.57831325301205
Grambek;302;67;22.185430463576157
Grambin;260;117;45.0
Grambow;723;317;43.84508990318119
Grammendorf;251;129;51.39442231075697
Grammentin;127;45;35.43307086614173
Grammetal;4595;1877;40.8487486398259
Grammow;93;44;47.31182795698925
Gramzow;905;421;46.51933701657459
Grande;307;63;20.521172638436482
Gransdorf;132;17;12.878787878787879
Gransebieth;269;142;52.78810408921933
Gransee, Stadt;2415;1056;43.72670807453416
Granzin;209;100;47.84688995215311
Grapzow;207;125;60.38647342995169
Grasberg;5376;850;15.811011904761905
Grasbrunn;4347;476;10.950080515297907
Grasellenbach;2336;532;22.773972602739725
Grasleben;1176;374;31.802721088435373
Grassau, M;4348;777;17.870285188592458
Grattersdorf;983;267;27.161749745676502
Grauel;147;27;18.367346938775512
Grebenau, Stadt;1572;311;19.783715012722645
Grebenhain;3150;815;25.873015873015873
Grebenstein, Stadt;3728;697;18.696351931330472
Grebin;548;99;18.065693430656935
Grebs-Niendorf;331;156;47.12990936555891
Greding, St;4897;775;15.826015928119256
Grefrath, Sport- und Freizeitgemeinde;9919;1687;17.007762879322513
Greifenberg;1460;170;11.643835616438356
Greifenstein;4330;1080;24.942263279445726
Greifswald, Universitäts- und Hansestadt;35593;9554;26.842356643160173
Greiling;1007;173;17.17974180734856
Greimerath;424;106;25.0
Greimersburg;309;66;21.359223300970875
Greiz, Stadt;12253;5312;43.35264833102097
Gremersdorf;792;189;23.863636363636363
Gremersdorf-Buchholz;281;182;64.76868327402136
Gremsdorf;1002;177;17.664670658682635
Grenderich;154;26;16.883116883116884
Grenzach-Wyhlen;8002;1390;17.370657335666085
Gresse;350;154;44.0
Grethem;339;53;15.634218289085545
Grettstadt;2906;678;23.331039229181005
Greußen, Stadt;3484;1730;49.65556831228473
Greußenheim;1162;171;14.716006884681583
Greven;352;151;42.89772727272727
Greven, Stadt;23247;3532;15.193358282789177
Grevenbroich, Stadt;38543;7011;18.190073424486936
Grevenkop;180;31;17.22222222222222
Grevenkrug;108;21;19.444444444444443
Grevesmühlen, Stadt;6494;2413;37.157376039421
Gribbohm;229;53;23.14410480349345
Gribow;83;38;45.78313253012048
Griebelschied;71;22;30.985915492957748
Grieben;85;19;22.352941176470587
Griefstedt;143;70;48.95104895104895
Gries;345;129;37.391304347826086
Griesheim, Stadt;15344;2253;14.683263816475495
Griesingen;711;174;24.47257383966245
Griesstätt;1881;384;20.414673046251995
Grimburg;170;29;17.058823529411764
Grimma, Stadt;17616;7034;39.92960944595822
Grimmelshausen;87;58;66.66666666666667
Grimmen, Stadt;5675;2527;44.52863436123348
Grinau;112;19;16.964285714285715
Grischow;143;89;62.23776223776224
Grobengereuth;126;74;58.73015873015873
Groitzsch, Stadt;4999;1969;39.387877575515105
Grolsheim;530;151;28.49056603773585
Gronau (Leine), Stadt;5622;1356;24.119530416221984
Gronau (Westf.), Stadt;24317;5100;20.97298186453921
Grosselfingen;1345;463;34.42379182156134
Grove;156;38;24.358974358974358
Groß Berßen;404;25;6.188118811881188
Groß Boden;113;22;19.469026548672566
Groß Buchwald;212;44;20.754716981132077
Groß Disnack;59;11;18.64406779661017
Groß Düben / Dźěwin;643;389;60.497667185069986
Groß Godems;211;85;40.28436018957346
Groß Grönau;2065;241;11.670702179176756
Groß Ippener;531;120;22.598870056497177
Groß Kelle;66;31;46.96969696969697
Groß Kiesow;643;361;56.143079315707624
Groß Kordshagen;171;86;50.292397660818715
Groß Krams;84;40;47.61904761904762
Groß Kreutz (Havel);5997;2106;35.1175587793897
Groß Kummerfeld;1105;242;21.900452488687783
Groß Köris;1224;578;47.22222222222222
Groß Laasch;494;260;52.63157894736842
Groß Lindow;984;521;52.947154471544714
Groß Luckow;95;75;78.94736842105263
Groß Meckelsen;312;42;13.461538461538462
Groß Miltzow;498;292;58.63453815261044
Groß Mohrdorf;383;208;54.30809399477807
Groß Molzahn;218;97;44.4954128440367
Groß Nemerow;587;262;44.63373083475298
Groß Niendorf;331;85;25.6797583081571
Groß Nordende;398;72;18.09045226130653
Groß Oesingen;1085;299;27.557603686635943
Groß Offenseth-Aspern;237;73;30.80168776371308
Groß Pampau;114;20;17.54385964912281
Groß Pankow (Prignitz);2489;1029;41.34190437926878
Groß Plasten;522;254;48.65900383141762
Groß Polzin;199;115;57.78894472361809
Groß Quenstedt;583;243;41.680960548885075
Groß Rheide;499;125;25.050100200400802
Groß Roge;323;169;52.3219814241486
Groß Rönnau;341;55;16.129032258064516
Groß Sarau;550;96;17.454545454545453
Groß Schacksdorf-Simmersdorf;401;227;56.60847880299252
Groß Schenkenberg;327;63;19.26605504587156
Groß Schwiesow;160;72;45.0
Groß Stieten;288;91;31.59722222222222
Groß Teetzleben;369;201;54.47154471544715
Groß Twülpstedt;1427;338;23.68605466012614
Groß Vollstedt;552;110;19.92753623188406
Groß Wittensee;700;91;13.0
Groß Wokern;526;253;48.09885931558935
Groß Wüstenfelde;410;161;39.26829268292683
Groß-Bieberau, Stadt;2826;502;17.763623496107574
Groß-Gerau, Stadt;13707;1964;14.328445319909536
Groß-Rohrheim;2281;488;21.394125383603683
Groß-Umstadt, Stadt;13144;2041;15.527997565429093
Groß-Zimmern;8084;1626;20.113805047006434
Großaitingen;3575;707;19.776223776223777
Großalmerode, Stadt;4150;1067;25.710843373493976
Großbardorf;668;0;0.0
Großbarkau;142;15;10.56338028169014
Großbartloff;572;234;40.90909090909091
Großbeeren;5949;1536;25.819465456379223
Großbettlingen;2753;592;21.503814021067925
Großbockedra (einschl. Kleinbockedra);128;66;51.5625
Großbottwar, Stadt;5008;950;18.96964856230032
Großbreitenbach, Stadt;4028;2147;53.301886792452834
Großbundenbach;145;34;23.448275862068964
Großderschau;229;107;46.724890829694324
Großdubrau / Wulka Dubrawa;2830;1610;56.890459363957596
Großefehn;9641;1934;20.06015973446738
Großeibstadt;794;0;0.0
Großenaspe;1592;388;24.371859296482413
Großenbrode;1013;219;21.618953603158936
Großenhain, Stadt;11463;5644;49.23667451801448
Großenkneten;8590;1808;21.047729918509894
Großenlüder;6079;1442;23.72100674453035
Großenrade;259;56;21.62162162162162
Großensee;848;146;17.21698113207547
Großenseebach;1732;235;13.568129330254042
Großenstein;642;303;47.19626168224299
Großenwiehe;1773;326;18.386914833615343
Großenwörden;263;67;25.475285171102662
Großerlach;1532;542;35.37859007832898
Großeutersdorf;149;70;46.97986577181208
Großfahner;488;240;49.18032786885246
Großfischlingen;224;40;17.857142857142858
Großhabersdorf;2978;545;18.300873069173942
Großhansdorf;6533;623;9.536200826572784
Großharrie;315;62;19.682539682539684
Großharthau;1600;799;49.9375
Großhartmannsdorf;1643;833;50.69993913572733
Großheide;5748;1544;26.86151704940849
Großheirath;1921;342;17.803227485684538
Großheringen;390;183;46.92307692307692
Großheubach, M;3308;709;21.432889963724303
Großholbach;371;104;28.032345013477087
Großkampenberg;58;1;1.7241379310344827
Großkarlbach;457;75;16.411378555798688
Großkarolinenfeld;4879;944;19.348227095716336
Großkmehlen;573;314;54.79930191972077
Großkrotzenburg;4523;719;15.896528852531505
Großlangenfeld;51;9;17.647058823529413
Großlangheim, M;1092;197;18.04029304029304
Großlittgen (einschl. Musweiler);330;105;31.818181818181817
Großlohra;413;158;38.256658595641646
Großlöbichau;441;155;35.147392290249435
Großmaischeid;677;209;30.87149187592319
Großmehring;4624;1065;23.032006920415224
Großmölsen;149;76;51.006711409395976
Großnaundorf;508;305;60.039370078740156
Großneuhausen;368;210;57.06521739130435
Großniedesheim;501;144;28.74251497005988
Großolbersdorf;1886;752;39.87274655355249
Großostheim, M;10105;2046;20.24740227610094
Großpostwitz/O.L. / Budestecy;1203;721;59.933499584372406
Großpösna;4026;1322;32.836562344759066
Großpürschütz;235;88;37.4468085106383
Großrinderfeld;2813;542;19.267685744756488
Großrosseln;5111;1311;25.650557620817843
Großrudestedt;1128;511;45.301418439716315
Großräschen/Rań, Stadt;5239;2262;43.17617866004963
Großröhrsdorf, Stadt;6254;2980;47.64950431723697
Großrückerswalde;2236;1015;45.39355992844365
Großschirma, Stadt;3556;1897;53.346456692913385
Großschwabhausen;649;245;37.750385208012325
Großschweidnitz;792;435;54.92424242424242
Großschönau;2580;1491;57.7906976744186
Großseifen;246;103;41.86991869918699
Großsolt;992;165;16.633064516129032
Großsteinhausen;209;44;21.05263157894737
Großthiemig;566;306;54.063604240282686
Großvargula;339;139;41.00294985250738
Großwallstadt;2768;460;16.61849710982659
Großweil;1062;123;11.581920903954803
Großweitzschen;1667;815;48.89022195560888
Großwoltersdorf;411;202;49.148418491484186
Grub;92;52;56.52173913043478
Grub a.Forst;1926;402;20.87227414330218
Grube;575;113;19.652173913043477
Gruibingen;1331;303;22.764838467317805
Grumbach;158;45;28.481012658227847
Grundhof;471;50;10.615711252653927
Grundsheim;139;29;20.863309352517987
Grunow-Dammendorf;298;143;47.986577181208055
Gräben;196;94;47.95918367346939
Gräfelfing;8649;707;8.174355416811192
Gräfenberg, St;2754;556;20.18881626724764
Gräfendhron;39;10;25.641025641025642
Gräfendorf;972;204;20.987654320987655
Gräfenhainichen, Stadt;7231;2991;41.36357350297331
Gräfenthal, Stadt;991;511;51.564076690211905
Grävenwiesbach;3130;695;22.20447284345048
Gröbenzell;12463;1143;9.171146593917998
Gröden;760;437;57.5
Grödersby;111;7;6.306306306306307
Gröditz, Stadt;4026;2142;53.20417287630402
Grömbach;325;127;39.07692307692308
Grömitz;2972;599;20.154777927321668
Gröningen, Stadt;2229;1035;46.433378196500676
Grönwohld;733;115;15.688949522510232
Grünbach;1137;463;40.72119613016711
Grünberg, Stadt;8650;2142;24.76300578034682
Gründau;9417;2544;27.01497292131252
Grünebach;215;56;26.046511627906977
Grünenbach;1065;174;16.338028169014084
Grünendeich;894;154;17.225950782997764
Grünewald;323;195;60.371517027863774
Grünhain-Beierfeld, Stadt;3806;1891;49.68470835522859
Grünhainichen;2128;938;44.078947368421055
Grünheide (Mark);6104;2189;35.86173001310616
Grünkraut;2003;372;18.572141787319023
Grünow;714;349;48.87955182072829
Grünsfeld, Stadt;2449;450;18.37484687627603
Grünstadt, Stadt;8600;1545;17.96511627906977
Grünwald;7149;708;9.90348300461603
Gschwend;3173;839;26.441853135833597
Gstadt a.Chiemsee;763;112;14.678899082568808
Guben, Stadt;9143;3829;41.87903314010718
Guckheim;317;75;23.65930599369085
Gudendorf;235;62;26.382978723404257
Gudensberg, Stadt;6291;1392;22.126847877920838
Guderhandviertel;526;97;18.44106463878327
Gudow;897;207;23.076923076923077
Guggenhausen;108;27;25.0
Guhrow/Góry;300;130;43.333333333333336
Guldental;869;157;18.06674338319908
Gumbsheim;280;82;29.285714285714285
Gummersbach, Stadt;29263;6685;22.844547722379797
Gumperda;234;98;41.88034188034188
Gumtow;2214;913;41.23757904245709
Gundelfingen;7760;754;9.716494845360824
Gundelfingen a.d.Donau, St;4553;1001;21.985504063254997
Gundelsheim;2395;483;20.167014613778704
Gundelsheim, Stadt;4451;1005;22.579195686362617
Gunderath;46;12;26.08695652173913
Gundersheim;507;127;25.04930966469428
Gundersweiler;364;76;20.87912087912088
Gundheim;350;85;24.285714285714285
Gundremmingen;923;234;25.35211267605634
Gunningen;472;157;33.26271186440678
Guntersblum;2532;434;17.140600315955766
Gunzenhausen, St;10251;2156;21.032094429811725
Gusborn;641;85;13.260530421216849
Gusenburg;426;81;19.014084507042252
Gusow-Platkow;615;338;54.959349593495936
Gusterath;659;97;14.719271623672231
Gustow;331;174;52.56797583081571
Gutach (Schwarzwaldbahn);1511;278;18.39841164791529
Gutach im Breisgau;2995;431;14.390651085141902
Guteborn;295;163;55.25423728813559
Gutenacker;144;41;28.47222222222222
Gutenberg;419;67;15.990453460620525
Gutenborn;1214;580;47.77594728171334
Guteneck;603;111;18.407960199004975
Gutenstetten;943;155;16.43690349946978
Gutenzell-Hürbel;1286;274;21.30637636080871
Gutow;603;271;44.94195688225539
Guttenberg;348;81;23.275862068965516
Gutweiler (einschl. Sommerau);292;46;15.753424657534246
Guxhagen;3759;656;17.45144985368449
Gyhum;1327;245;18.462697814619442
Gädheim;889;0;0.0
Gägelow;1237;498;40.258690379951496
Gärtringen;7424;1106;14.897629310344827
Gäufelden;5533;1080;19.519248147478763
Göcklingen;334;57;17.065868263473053
Göda / Hodźij;2039;1005;49.28886709171162
Gödenroth;210;33;15.714285714285714
Gödenstorf;501;87;17.365269461077844
Göggingen;1678;513;30.572109654350417
Göhl;575;120;20.869565217391305
Göhlen;369;166;44.986449864498645
Göhrde;303;59;19.471947194719473
Göhren;251;142;56.57370517928287
Göhren, Ostseebad;553;214;38.698010849909586
Göhren-Lebbin;402;215;53.482587064676615
Göldenitz;155;31;20.0
Gölenkamp;363;24;6.6115702479338845
Göllheim;1151;459;39.87836663770634
Göllnitz;188;114;60.638297872340424
Gönnebek;303;73;24.09240924092409
Gönnersdorf;402;112;27.860696517412936
Gönnheim;538;99;18.401486988847584
Göpfersdorf;136;70;51.470588235294116
Göppingen, Stadt;28353;6974;24.59704440447219
Görgeshausen;364;64;17.582417582417584
Görisried;946;193;20.40169133192389
Göritz;413;184;44.55205811138015
Görkwitz;153;80;52.287581699346404
Görlitz, Stadt, Hochschulstadt;30339;13094;43.15897030225123
Görmin;505;271;53.663366336633665
Görsbach;592;237;40.03378378378378
Görwihl;2700;655;24.25925925925926
Görzke;600;293;48.833333333333336
Göschitz;126;90;71.42857142857143
Gösen;110;51;46.36363636363637
Gösenroth;129;30;23.25581395348837
Gössenheim;812;103;12.68472906403941
Gössitz;183;109;59.56284153005465
Göttin;49;11;22.448979591836736
Göttingen, Stadt;69739;6255;8.96915642610304
Gößnitz, Stadt;1656;866;52.29468599033817
Gößweinstein, M;2747;650;23.662176920276664
Güby;277;38;13.71841155234657
Gückingen;446;124;27.80269058295964
Güglingen, Stadt;3074;856;27.846454131424853
Gülitz-Reetz;266;109;40.97744360902256
Güllesheim;197;53;26.903553299492387
Gültz;278;146;52.51798561151079
Gülzow;904;290;32.07964601769911
Gülzow-Prüzen;777;396;50.965250965250966
Günstedt;400;210;52.5
Güntersleben;3063;448;14.626183480248123
Günzach;916;202;22.05240174672489
Günzburg, GKSt;10866;2671;24.58126265415056
Güsten, Stadt;2426;1211;49.917559769167354
Güster;683;141;20.644216691068813
Güstrow, Barlachstadt;16603;6014;36.22236945130398
Gütenbach;724;132;18.23204419889503
Gütersloh, Stadt;55619;9670;17.386145022384436
Gützkow, Stadt;1285;752;58.521400778210115
Haag;684;105;15.350877192982455
Haag a.d.Amper;1873;342;18.259476775226908
Haag i.OB, M;3899;804;20.62067196717107
Haale;309;66;21.359223300970875
Haan, Stadt;19409;2641;13.607089494564377
Haar;11354;1528;13.457812224766602
Haarbach;1791;424;23.67392518146287
Habach;837;101;12.066905615292711
Habichtswald;3644;574;15.75192096597146
Habscheid;171;20;11.695906432748538
Haby;315;35;11.11111111111111
Hachenburg, Stadt;1878;410;21.831735889243877
Hackenheim;840;154;18.333333333333332
Hadamar, Stadt;6974;1727;24.763406940063092
Hademstorf;445;120;26.96629213483146
Hadenfeld;97;23;23.711340206185568
Hafenlohr;1275;238;18.666666666666668
Hage, Flecken;4534;831;18.328187031318922
Hagelstadt;1359;337;24.797645327446652
Hagen;261;76;29.118773946360154
Hagen am Teutoburger Wald;9517;1062;11.15897866974887
Hagen im Bremischen;7786;1560;20.035961983046494
Hagen, Stadt der FernUniversität;94144;21046;22.35511556764106
Hagenbach, Stadt;3177;617;19.420837267862762
Hagenburg, Flecken;2187;408;18.655692729766805
Hagenbüchach;1102;205;18.602540834845733
Hagenow, Stadt;6329;2451;38.72649707694738
Hagermarsch;261;79;30.268199233716476
Hagnau am Bodensee;922;119;12.906724511930586
Hahn;111;28;25.225225225225227
Hahn am See;145;31;21.379310344827587
Hahn bei Marienberg;197;63;31.97969543147208
Hahnbach, M;3515;656;18.662873399715505
Hahnenbach;181;53;29.281767955801104
Hahnheim;1103;170;15.41251133272892
Hahnstätten;1030;276;26.796116504854368
Hahnweiler;89;18;20.224719101123597
Haibach;7146;1244;17.40834033025469
Haidmühle;900;299;33.22222222222222
Haiger, Stadt;10583;2694;25.455919871492014
Haigerloch, Stadt;6609;1653;25.01134816159782
Haimhausen;3465;500;14.43001443001443
Haiming;1699;324;19.0700412007063
Haina (Kloster);2181;507;23.246217331499313
Hainau;85;15;17.647058823529413
Hainburg;8567;1664;19.423368740515933
Hainewalde;849;483;56.890459363957596
Hainfeld;306;47;15.359477124183007
Hainichen;136;52;38.23529411764706
Hainichen, Stadt;5134;2508;48.85079859758473
Hainsfarth;934;168;17.987152034261243
Hainspitz;360;152;42.22222222222222
Haiterbach, Stadt;3163;854;26.99968384445147
Halbe;1458;571;39.16323731138546
Halbemond;635;216;34.01574803149607
Halberstadt, Stadt;22521;8802;39.083522046090316
Halblech;2389;405;16.952699874424447
Halbs;160;63;39.375
Haldensleben, Stadt;11082;4451;40.164230283342356
Haldenwang;4025;830;20.62111801242236
Halenbeck-Rohlsdorf;270;142;52.592592592592595
Halfing;1754;331;18.87115165336374
Hallbergmoos;6186;1114;18.00840607824119
Halle;1106;212;19.168173598553345
Halle (Saale), Stadt;133297;36370;27.284935144826964
Halle (Westf.), Stadt;13352;2185;16.364589574595566
Hallenberg, Stadt;2872;442;15.389972144846796
Hallerndorf;2974;652;21.923335574983188
Hallgarten;291;87;29.896907216494846
Hallschlag;137;39;28.467153284671532
Hallstadt, St;5602;1407;25.11602998928954
Halsbach;705;116;16.45390070921986
Halsbrücke;3396;1671;49.20494699646643
Halsdorf (einschl. Enzen und Olsdorf);86;13;15.116279069767442
